cosine_similarity,very_high_similarity,high_similarity,split_pair,class_name,path_a,path_b,leaf_id_a,leaf_id_b,involves_unmapped_leaf
0.9773452281951904,False,False,train--validation,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\54c543f1-5d0e-4d0f-b65e-e42fec4a82b9___UF.GRC_YLCV_Lab 03112.JPG,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\150f2e9e-1317-492d-a926-3014853ea6de___UF.GRC_YLCV_Lab 03116.JPG,,,True
0.9768961071968079,False,False,train--validation,Tomato___healthy,val\Tomato___healthy\c2f44d15-cc56-44eb-afce-b53e919becb9___GH_HL Leaf 398.JPG,train\Tomato___healthy\5a7de071-ba6b-4a06-a3d4-eab0abdc6ecf___GH_HL Leaf 398.1.JPG,,,True
0.9763534665107727,False,False,train--validation,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f3e276a5-57d6-426d-9fa5-1ddc9a6b467b___UF.GRC_YLCV_Lab 02562.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9244f1d0-c42b-49aa-99cf-eb2830a09939___UF.GRC_YLCV_Lab 02559.JPG,,,True
0.9763073921203613,False,False,train--validation,Grape___healthy,train\Grape___healthy\15fc132f-e222-4eda-bc5c-32e49def3eaa___Mt.N.V_HL 9090.JPG,val\Grape___healthy\f7c74956-3e0c-4669-b313-bf6e4559a91d___Mt.N.V_HL 9086.JPG,,,True
0.975343644618988,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\193f32a3-11a4-4d39-a88c-a1bc44e61d66___UF.GRC_YLCV_Lab 02863.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\cc6509ac-44dd-4bdb-b22c-fdc611f4a74b___UF.GRC_YLCV_Lab 02875.JPG,,,True
0.9750350713729858,False,False,train--validation,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\6dce29d9-72d5-4acb-8cb0-2e252ad40f69___UF.GRC_YLCV_Lab 03349.JPG,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ab062566-4f9f-4599-829d-e9e2b174ce6c___UF.GRC_YLCV_Lab 03351.JPG,,,True
0.9748894572257996,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f64b7e94-181f-4741-8a22-e52271503593___UF.GRC_YLCV_Lab 02327.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\5bfca510-62b9-4e1b-99a4-47c98eeda0a5___UF.GRC_YLCV_Lab 02328.JPG,,,True
0.9741755127906799,False,False,train--validation,Tomato___Tomato_Yellow_Leaf_Curl_Virus,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a7e7f799-1284-4883-b0dd-2f662b428307___UF.GRC_YLCV_Lab 01947.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\34f24add-23dc-4ac4-8efd-5c4e065e48bc___UF.GRC_YLCV_Lab 01946.JPG,,,True
0.974035382270813,False,False,test--train,Corn_(maize)___Northern_Leaf_Blight,train\Corn_(maize)___Northern_Leaf_Blight\0118e276-ee7b-4fed-961d-057590ae9f7f___RS_NLB 4666 copy 2.jpg,train\Corn_(maize)___Northern_Leaf_Blight\36c5fd81-d688-4013-8635-19d0fd14eeb9___RS_NLB 4666.JPG,,,True
0.9740127325057983,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4ead057d-3548-411a-a573-fe75c1218719___UF.GRC_YLCV_Lab 02608.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\af7f7077-9ebf-478f-ac0f-4f1ec52766db___UF.GRC_YLCV_Lab 02607.JPG,,,True
0.9738736152648926,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\acd4315f-0846-4fe7-939e-ebe85bcd82e1___UF.GRC_YLCV_Lab 02277.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\eec4f920-1035-4846-86fa-63ec4f218229___UF.GRC_YLCV_Lab 02283.JPG,,,True
0.9738135933876038,False,False,train--validation,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a6d9fce3-02d6-464c-bf8e-795b78dcc7e7___UF.GRC_YLCV_Lab 01667.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\86089870-b24b-4509-abc3-f6c50fd07e49___UF.GRC_YLCV_Lab 01677.JPG,,,True
0.9737439155578613,False,False,train--validation,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\cf6b1631-2e64-492c-ae12-60cdea9f205b___UF.GRC_YLCV_Lab 02582.JPG,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\bdd2fe13-a09d-4419-957e-3910234f8d0d___UF.GRC_YLCV_Lab 02581.JPG,,,True
0.9735361337661743,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ab310156-ed1c-4275-b801-4a93be798356___UF.GRC_YLCV_Lab 01672.JPG,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\5c520352-9e9d-4771-aaca-957f56406c0a___UF.GRC_YLCV_Lab 01673.JPG,,,True
0.9735348224639893,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9602912b-4775-4b3a-9bf9-9613909e2774___UF.GRC_YLCV_Lab 01642.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a65c03a7-d1ef-4e78-931d-881d37383224___UF.GRC_YLCV_Lab 01641.JPG,,,True
0.9734413623809814,False,False,train--validation,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f687eae8-3b47-49e9-a63c-714318ddea7f___UF.GRC_YLCV_Lab 02482.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\17a589c7-54de-4d2a-abc9-bc43c5bc1ef0___UF.GRC_YLCV_Lab 02475.JPG,,,True
0.9733759164810181,False,False,test--validation,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c04607d5-5ec0-4065-9428-61f78b5162dd___UF.GRC_YLCV_Lab 03123.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\09f556e6-ee96-4397-90c7-e491169ad065___UF.GRC_YLCV_Lab 03121.JPG,,,True
0.9733598232269287,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\bf4b5f5f-b0a7-4dbe-bca7-62f662d90cd2___UF.GRC_YLCV_Lab 02065.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\2163ce75-fc7d-4758-8f95-4f1db8fbf1b7___UF.GRC_YLCV_Lab 02066.JPG,,,True
0.9733449220657349,False,False,test--train,Tomato___healthy,train\Tomato___healthy\3be50742-0fe9-404a-809e-9597793748a8___GH_HL Leaf 191.JPG,train\Tomato___healthy\32622151-b281-4603-9d7f-cf5df8201e4c___GH_HL Leaf 171.JPG,,,True
0.9731594324111938,False,False,train--validation,Corn_(maize)___healthy,val\Corn_(maize)___healthy\e546154c-1e6e-4914-bcbd-557eb212f63f___R.S_HL 0600 copy.jpg,val\Corn_(maize)___healthy\07eae7fd-96f5-4f09-ba7a-1b108987c6af___R.S_HL 0600 copy 3.jpg,,,True
0.9731130599975586,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\39cd6c3d-f927-4992-9a8c-df459752aab6___UF.GRC_YLCV_Lab 01887.JPG,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ad8be223-b783-42e5-84ba-d25f54252ec1___UF.GRC_YLCV_Lab 01885.JPG,,,True
0.97310870885849,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\162a2c9a-53ec-468c-bbaa-145e7acdb8db___UF.GRC_YLCV_Lab 02537.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c6cb3a61-4f50-478f-9097-b21f470ce971___UF.GRC_YLCV_Lab 02536.JPG,,,True
0.9730433225631714,False,False,test--train,Tomato___healthy,train\Tomato___healthy\9721c76f-52cc-4a63-a465-4cc32974806c___GH_HL Leaf 431.1.JPG,val\Tomato___healthy\c1dfd66e-7c0c-40a7-8280-0aa1aaf5436b___GH_HL Leaf 431.JPG,,,True
0.9729819297790527,False,False,test--train,Tomato___healthy,train\Tomato___healthy\240a9583-9e6a-446d-8850-62bc23312ce9___GH_HL Leaf 312.4.JPG,train\Tomato___healthy\0b330273-890c-4995-af72-cba070fc0061___GH_HL Leaf 312.JPG,,,True
0.9728366136550903,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\fde59a55-1ee4-44d3-936f-c8f2cdb70f6a___UF.GRC_YLCV_Lab 02647.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9e962b25-a670-4e4c-bbf2-1adb5af08dfd___UF.GRC_YLCV_Lab 02648.JPG,,,True
0.9727532863616943,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\49c01986-9483-4a7e-903f-d9bf612d4bf3___UF.GRC_YLCV_Lab 02605.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c0017c23-2967-4d0a-8aea-92a899763538___UF.GRC_YLCV_Lab 02595.JPG,,,True
0.972732663154602,False,False,test--train,Tomato___healthy,train\Tomato___healthy\085cbe78-1d5c-45eb-877f-f409526032d5___GH_HL Leaf 469.JPG,val\Tomato___healthy\a2317e6a-8548-432c-b69f-0f6daada41fa___GH_HL Leaf 469.1.JPG,,,True
0.9726608991622925,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a6eb66ba-e889-4796-8e86-dae5b9171bdd___UF.GRC_YLCV_Lab 09489.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\6bb9b8e3-bc25-4ae6-94b5-b33e9a085ab3___UF.GRC_YLCV_Lab 09490.JPG,,,True
0.972655177116394,False,False,train--validation,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\457a69a1-8599-4401-bda6-3f295011ff44___UF.GRC_YLCV_Lab 03111.JPG,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\fc8c58be-8910-4fc4-a846-16baf3fbac5f___UF.GRC_YLCV_Lab 03128.JPG,,,True
0.9725080728530884,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7af3e6d8-ed22-4ca0-8244-68fab4bca2bf___UF.GRC_YLCV_Lab 02375.JPG,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c7cae581-0ef1-4e2f-8b45-36fb037fdbc7___UF.GRC_YLCV_Lab 02374.JPG,,,True
0.9724278450012207,False,False,train--validation,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\6f229bf2-8e59-48ee-a175-7b7ca2768c58___UF.GRC_YLCV_Lab 02690.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c7f27180-6d22-4f3e-9d52-dab4bd9bb11e___UF.GRC_YLCV_Lab 02689.JPG,,,True
0.9721450805664062,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\45c45c8b-6648-450c-aa7d-14a9538b4259___UF.GRC_YLCV_Lab 01601.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d0796bf3-84c1-4d44-b59e-fb7779bb80fd___UF.GRC_YLCV_Lab 01598.JPG,,,True
0.9721325635910034,False,False,test--train,Tomato___healthy,train\Tomato___healthy\ab1658d8-ef48-4068-b2b5-ce49fb3d06c0___GH_HL Leaf 397.1.JPG,train\Tomato___healthy\51e66b4b-c192-432f-bc52-d1c86a8da427___GH_HL Leaf 397.JPG,,,True
0.9721314907073975,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c0732fd4-5ec2-46bd-9d47-e0da19c8f8ca___UF.GRC_YLCV_Lab 09349.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\566e2c0c-8bed-41e3-92c3-2b1c88afe145___UF.GRC_YLCV_Lab 09345.JPG,,,True
0.9721041917800903,False,False,test--train,Squash___Powdery_mildew,train\Squash___Powdery_mildew\31860c62-1764-47e7-a935-10744b16839e___MD_Powd.M 9906.JPG,train\Squash___Powdery_mildew\0497fd4d-459e-4179-abb7-04e055ce5434___MD_Powd.M 9905.JPG,,,True
0.972032904624939,False,False,train--validation,Grape___healthy,val\Grape___healthy\d232a29e-e702-4b4e-b568-f022ffd375c4___Mt.N.V_HL 6158.JPG,val\Grape___healthy\4b266fb8-a762-4073-a9e2-25a3861115c4___Mt.N.V_HL 6152.JPG,,,True
0.9720278978347778,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\180ef991-3ed2-41d8-93b6-c1791d745669___UF.GRC_YLCV_Lab 01678.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\86089870-b24b-4509-abc3-f6c50fd07e49___UF.GRC_YLCV_Lab 01677.JPG,,,True
0.97197026014328,False,False,train--validation,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f138d094-5681-4f5c-8125-2f29ce924ce6___UF.GRC_YLCV_Lab 09476.JPG,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\057552a8-8c38-443f-b523-5ee2b428e622___UF.GRC_YLCV_Lab 09477.JPG,,,True
0.9719685316085815,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\89de7ddc-d78b-44fb-b1e5-80333e62ee33___UF.GRC_YLCV_Lab 02285.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ab323376-9f62-4454-b478-7de2bb02ab59___UF.GRC_YLCV_Lab 02286.JPG,,,True
0.9719268083572388,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\5cca9ef3-355a-49a5-a472-61fc9f4a2685___UF.GRC_YLCV_Lab 03229.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ed1d52ff-5971-4c9a-bdde-3de21492f57c___UF.GRC_YLCV_Lab 03230.JPG,,,True
0.9719105958938599,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\70405b14-c0d9-4060-bc08-cd424e4f28fb___UF.GRC_YLCV_Lab 01780.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\edf03af4-9432-40f3-a6a0-d11b902bfa08___UF.GRC_YLCV_Lab 01782.JPG,,,True
0.9718189239501953,False,False,test--train,Corn_(maize)___Northern_Leaf_Blight,train\Corn_(maize)___Northern_Leaf_Blight\9943cc83-f708-487b-b45e-a9ac23ee3973___RS_NLB 4045.JPG,train\Corn_(maize)___Northern_Leaf_Blight\3513a96e-7db5-4a2b-9dd8-79847c92e75b___RS_NLB 4045 copy 2.jpg,,,True
0.9718103408813477,False,False,test--train,Cherry_(including_sour)___healthy,val\Cherry_(including_sour)___healthy\0bfa6184-b84f-4d8e-9910-74abd315009a___JR_HL 9480.JPG,train\Cherry_(including_sour)___healthy\2fcace57-26cb-485b-aff6-dbf4bae23ceb___JR_HL 9583.JPG,Cherry_(including_sour)___healthy:::47.0,Cherry_(including_sour)___healthy:::61.0,False
0.9716819524765015,False,False,test--validation,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f59fd2ad-4d7f-4527-9db1-7e07cc1f60e4___UF.GRC_YLCV_Lab 02105.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f6db71b7-a053-479a-b6fc-ab891ecea0ef___UF.GRC_YLCV_Lab 02111.JPG,,,True
0.9714612364768982,False,False,test--validation,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a63b294e-c199-4f6b-ae02-23e0617143b3___UF.GRC_YLCV_Lab 08538.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\8ac16bec-8484-499f-a86d-fbc6bcbe1c29___UF.GRC_YLCV_Lab 08539.JPG,,,True
0.9712883234024048,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\2bacf882-d3ba-4ac6-829e-2efbee8d04d8___UF.GRC_YLCV_Lab 03237.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\0a22fcaa-634d-4711-b2a8-777063377543___UF.GRC_YLCV_Lab 03238.JPG,,,True
0.9709259271621704,False,False,train--validation,Grape___healthy,val\Grape___healthy\18830d61-997d-438c-bd24-4dd427a45c4d___Mt.N.V_HL 6123.JPG,train\Grape___healthy\e1520328-8fdd-42a9-bd49-95721a89078c___Mt.N.V_HL 6125.JPG,,,True
0.9708917737007141,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\1d89e540-4dc1-442f-a5d8-b44bb5100bda___UF.GRC_YLCV_Lab 02480.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\65d524ac-cd59-49d4-9f94-399c83c60fc1___UF.GRC_YLCV_Lab 02481.JPG,,,True
0.9707516431808472,False,False,test--train,Tomato___healthy,train\Tomato___healthy\c3a27dc9-0abc-4828-9163-f55530332cab___GH_HL Leaf 228.JPG,train\Tomato___healthy\0902aa8e-e4f7-4c29-b11a-b2b7f24fe61c___GH_HL Leaf 228.1.JPG,,,True
0.9706850051879883,False,False,train--validation,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\b3481eef-aed0-41cf-a27b-ffbcff8b7928___UF.GRC_YLCV_Lab 02464.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\513e8592-6fca-4084-bd75-cc1b52bf45dd___UF.GRC_YLCV_Lab 02461.JPG,,,True
0.9706552624702454,False,False,train--validation,Grape___healthy,train\Grape___healthy\0f7500d4-cf47-4f9f-a505-455a4f7ca2e6___Mt.N.V_HL 9043.JPG,train\Grape___healthy\37730143-a639-46a3-b6a5-e1385e8ae4a4___Mt.N.V_HL 9049.JPG,,,True
0.97062087059021,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\6bd39b91-63eb-4b23-9fe2-67ceed0a8a8c___UF.GRC_YLCV_Lab 02052.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\6f22936e-2dac-423c-b046-aa1fe8a25978___UF.GRC_YLCV_Lab 02053.JPG,,,True
0.9706165790557861,False,False,test--train,Cherry_(including_sour)___healthy,train\Cherry_(including_sour)___healthy\f942f9e6-c4b4-4928-90f3-171cc6ccd9cb___JR_HL 9772.JPG,train\Cherry_(including_sour)___healthy\0048afb8-b950-4c57-9e72-7e26282327ee___JR_HL 9765.JPG,Cherry_(including_sour)___healthy:::86.0,Cherry_(including_sour)___healthy:::85.0,False
0.9704024791717529,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\19869eb6-51a1-448f-8326-af002366b2a9___UF.GRC_YLCV_Lab 02502.JPG,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ebd9dc97-b19b-42e7-9e29-decff58ccd8a___UF.GRC_YLCV_Lab 02501.JPG,,,True
0.9703942537307739,False,False,test--train,Tomato___healthy,train\Tomato___healthy\709e6c14-61e3-4157-b371-f143ca5b1fda___GH_HL Leaf 256.JPG,train\Tomato___healthy\3b4a011c-68ae-4b84-90b5-27ef4b2d3447___GH_HL Leaf 255.JPG,,,True
0.9703137278556824,False,False,test--train,Tomato___Late_blight,train\Tomato___Late_blight\25fa2bdf-15e3-4330-8e54-1cbf6b714d3d___GHLB2 Leaf 133.JPG,train\Tomato___Late_blight\2a49b85e-6b7a-4a55-82c3-f596ed09f82d___GHLB2 Leaf 133.1.JPG,,,True
0.9702821969985962,False,False,test--train,Tomato___Late_blight,val\Tomato___Late_blight\0ed7d5f6-9394-4ae7-87db-3de58f469263___GHLB2 Leaf 8732.JPG,train\Tomato___Late_blight\02a3e0cd-04da-4e08-b929-167bcb7f46f4___GHLB2 Leaf 8731.JPG,,,True
0.9701597690582275,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\70009c19-7424-4ce8-96e8-9eef439e4c9e___UF.GRC_YLCV_Lab 02056.JPG,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7bff3fb7-788d-414c-bf0e-92a5ce4a4757___UF.GRC_YLCV_Lab 02064.JPG,,,True
0.9698199033737183,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7dea7207-b67a-40ee-b79c-428a5c038e86___UF.GRC_YLCV_Lab 02340.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9b1d4e4f-99b5-48ee-b8a2-964334b351a2___UF.GRC_YLCV_Lab 02351.JPG,,,True
0.9698021411895752,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d1486e64-73a8-43a1-9997-11bcf42ceb6f___UF.GRC_YLCV_Lab 02163.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\14a66aa9-5876-41dd-a925-d9fad74146f9___UF.GRC_YLCV_Lab 02162.JPG,,,True
0.969792366027832,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4f5f7643-a0aa-4dc4-ae00-a17097e949e9___UF.GRC_YLCV_Lab 03387.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e2c016a2-b0e8-427a-82ac-852404990b33___UF.GRC_YLCV_Lab 03386.JPG,,,True
0.9697736501693726,False,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\075f6382-c728-4bef-a392-fa7a1cced69a___UF.GRC_YLCV_Lab 02054.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\6f22936e-2dac-423c-b046-aa1fe8a25978___UF.GRC_YLCV_Lab 02053.JPG,,,True
0.9695934653282166,False,False,train--validation,Squash___Powdery_mildew,val\Squash___Powdery_mildew\f854d14c-d043-4d42-be3e-8508c7f77576___UMD_Powd.M 9701.JPG,train\Squash___Powdery_mildew\a8c8e650-03ed-4b8a-a55a-e63c34806775___UMD_Powd.M 9698.JPG,,,True
